"","HbTrop","HbTemp"
"Zm00001d005866",0.411204552886259,0.553989072658968
"Zm00001d005867",0.265482671168787,0.240443550413687
"Zm00001d005879",0.307327289039921,0.507052211125275
"Zm00001d005881",0.147368235523489,0.447922419477153
"Zm00001d005884",0,0.410353404478024
"Zm00001d005885",0.136497098895222,0
"Zm00001d005888",0.040927689428253,0.264472445822364
"Zm00001d005894",0.33717794986523,0.391604889962255
"Zm00001d005895",0.205619613677309,0.648448580971355
"Zm00001d005897",0,0.245811599275681
"Zm00001d005898",0.442182422387272,0.248805847966546
"Zm00001d005899",0.341744870865817,0.27530232406821
"Zm00001d005901",0.246441909671779,0.449938516159241
"Zm00001d005902",0.25543869059399,0
"Zm00001d005909",0.585688624757667,0.420487043359795
"Zm00001d005912",0.559241313457137,0.381432964848372
"Zm00001d005917",0.505405856821754,0.468191024749187
"Zm00001d005920",0.14564661399969,0.667727170680381
"Zm00001d005924",0.508146977380107,0.73402975716788
"Zm00001d005925",0.294959580278529,0.232203400204257
"Zm00001d005926",0.0112728624814126,0.523818336101384
"Zm00001d005928",0.56515875883769,0.41859241890844
"Zm00001d005934",0.40378936436452,0.529877268527528
"Zm00001d005940",0.295948248787913,0.383708301271599
"Zm00001d005944",0.273419847704369,0.500643726237988
"Zm00001d005945",0,0.176237260998993
"Zm00001d005950",0.567601306546691,0.659583605601208
"Zm00001d005951",0.121532031921822,0.283297572578061
"Zm00001d005958",0.843546099146218,0.355938861227127
"Zm00001d005959",0.130851901557803,0.209753186937727
"Zm00001d005961",0.152581539082991,0.338585869137496
"Zm00001d005962",0.479391972124784,0.54653155823409
"Zm00001d005964",0.644651129845769,0.700024947282209
"Zm00001d005966",0.316158363654162,0.555397777019376
"Zm00001d005969",0.510722577128221,0.671156707977088
"Zm00001d005970",0,0.140599557680028
"Zm00001d005975",0.181930898563164,0.523517130204852
"Zm00001d005976",0.524026459107491,0.388559200428046
"Zm00001d005978",0.306140243269062,0.414869990213525
"Zm00001d005980",0.883596080076299,0.617588357628257
"Zm00001d005981",0.701353252331338,0.607561534140873
"Zm00001d005986",0.332062159706989,0.515610692170421
"Zm00001d005995",0.290505549932739,0.321047437006504
"Zm00001d005997",0.443986966910022,0.540962626099144
"Zm00001d005998",0.922885699465713,0.67393083047447
"Zm00001d006001",0.485301669751499,0.13295592049571
"Zm00001d006002",0.647696890423805,0.595279296360993
"Zm00001d006008",0.613099079551807,0.0900254842621545
"Zm00001d006009",0.890110221307607,0.687191922227278
"Zm00001d006010",0.783704913644067,0.56035466980663
"Zm00001d006011",0,0
"Zm00001d006016",0,0.0812655224717953
"Zm00001d006019",0.329264300178398,0.487241916942825
"Zm00001d006022",0.508975273346393,0.34403550942092
"Zm00001d006024",0,0.547196224537175
"Zm00001d006025",0.688616048655938,0.760647078377909
"Zm00001d006026",0,0.198536747962718
"Zm00001d006027",0.697821976950405,0.806636615810461
"Zm00001d006028",0.1106316267293,0.811884923898885
"Zm00001d006029",0.311277519735362,0.286376319303294
"Zm00001d006030",0.387503450011977,0.6113355520111
"Zm00001d006031",0.534832744682065,0.87359133848402
"Zm00001d006034",0.098674147994555,0.160915920081065
"Zm00001d006036",0.612823541526812,0.304728512989082
"Zm00001d006040",0,0.162016301126174
"Zm00001d006041",0,0.031031125813434
"Zm00001d006046",0,0.3397102127663
"Zm00001d006049",0,0.21792752633587
"Zm00001d006051",0.144163652697264,0.399542849355947
"Zm00001d006052",0.323936230365044,0.417246882789358
"Zm00001d006053",0.366784097963628,0.0210436076988424
"Zm00001d006055",0,0.0614715691303865
"Zm00001d006056",0.978287473365716,0.939092821820751
"Zm00001d006057",0.64501998393601,0.896173197695224
"Zm00001d006059",0,0.194932597752574
"Zm00001d006060",0,0.308156658837212
"Zm00001d006061",0.532749561538921,0.660353358449807
"Zm00001d006064",0,0.25562113494195
"Zm00001d006065",0.371717273554065,0.577831038866325
"Zm00001d006070",0.102763685460314,0.293695637541902
"Zm00001d006071",0.309992975321181,0.43609521882638
"Zm00001d006079",0,4.25252312825554e-15
"Zm00001d006080",0.381697830182464,0.601554148087963
"Zm00001d006084",0.373339789905023,0.316297860218295
"Zm00001d006085",0,0.33240872469347
"Zm00001d006088",0.632104333679963,0.863536931185187
"Zm00001d006090",0,0.13780702233161
"Zm00001d006096",0.242524078115753,0.150577797054408
"Zm00001d006097",0.316329991491174,0.21109835642649
"Zm00001d006098",0,0.57314007000813
"Zm00001d006100",0.254420016808557,0.0919511732532107
"Zm00001d006101",0.350943605622709,0.77808642039027
"Zm00001d006102",0.416585637255308,0.298725649650646
"Zm00001d006106",0.286973029271838,0.418403838050035
"Zm00001d006107",0.299782215632403,0.483637231777001
"Zm00001d006108",0.558353458209332,0.502289810793324
"Zm00001d006109",0.119305357496436,0.199511552581183
"Zm00001d006111",0,0.208422321063199
"Zm00001d006112",0.59139613297996,0.589611921073814
"Zm00001d006113",0.436573562221762,0.632003667716436
"Zm00001d006115",0.413805716938168,0.569309509687807
"Zm00001d006118",0.496993050522692,0.133781218643581
"Zm00001d006119",0.288194108781778,0.318258444801795
"Zm00001d006124",0.0850398597954197,0.0698780775814605
"Zm00001d006125",0.479600333510083,0.235313374277832
"Zm00001d006127",0.448527186936201,0.494739178144982
"Zm00001d006128",0.141708485532944,0.264895358534229
"Zm00001d006130",0.692232987084085,0.593049162605035
"Zm00001d006131",0.311482440571003,0.226226392386696
"Zm00001d006132",0.32992149785758,0.507591629340726
"Zm00001d006133",0.434098651278538,0.542990950384757
"Zm00001d006136",0,0.501280687634273
"Zm00001d006142",0.150762561500536,0.717905816027707
"Zm00001d006143",0,0.624706261267122
"Zm00001d006144",0,0.462168241950861
"Zm00001d006147",0.155461871424072,0.716891011934632
"Zm00001d006148",0,0.577595178340364
"Zm00001d006149",0,0.462156036683293
"Zm00001d006152",0.505973260819621,0.458623727985519
"Zm00001d006153",0,0.189206017612499
"Zm00001d006158",0.551690083511004,0.643052540682885
"Zm00001d006159",0.572557821741261,0.564970306239302
"Zm00001d006160",0.413930847687499,0.801603682847661
"Zm00001d006162",0.822787464384678,0.865053201337881
"Zm00001d006165",0.505650324949436,0.507687750878935
"Zm00001d006166",0.162106297059943,0.147646541728984
"Zm00001d006167",0.469120252553374,0.408988462892935
"Zm00001d006168",0.281136645253278,0.145843746979495
"Zm00001d006175",0.467731708613063,0.404437184042523
"Zm00001d006176",0.595925538401121,0.655952478545005
"Zm00001d006177",0.457499592210811,0.609948245414453
"Zm00001d006179",0.502794210082468,0.669556693201614
"Zm00001d006180",0.535617856906031,0.0537225676658898
"Zm00001d006181",0,0.204890173011877
"Zm00001d006182",0.323653100433665,0.326057180508748
"Zm00001d006183",0.336965702686387,0.342685355424611
"Zm00001d006184",0.752055816620086,0.557171940334053
"Zm00001d006185",0.593744588886434,0.561232713619173
"Zm00001d006192",0.377583288281239,0.46424015980929
"Zm00001d006194",0.247535076795791,0.441768954036602
"Zm00001d006195",0.542962493363753,0.149445151056004
"Zm00001d006196",0.656770095091091,0.368012446521254
"Zm00001d006198",0.397442349396507,0.310425307029702
"Zm00001d006199",0.210808664006086,0.461149110800573
"Zm00001d006203",0.240996032774065,0.373777231838513
"Zm00001d006204",0.0823354252987484,0.415239709580492
"Zm00001d006211",0.927310733333265,0.655415336680221
"Zm00001d006212",0.639756677985783,0.520384032391867
"Zm00001d006213",0.299798225838255,0.172036987534734
"Zm00001d006214",0.746394611725826,0.651642608455251
"Zm00001d006217",0.0687606931230822,0.113127095545413
"Zm00001d006219",0.484766751334107,0.419305158939381
"Zm00001d006220",0.385834626417168,0.615057916335753
"Zm00001d006221",0.521328522955407,0.513998162251695
"Zm00001d006226",0.153758062489216,0.195857161782618
"Zm00001d006227",0.483406361525969,0.743791272396725
"Zm00001d006232",0.399342199436659,0.657670166047086
"Zm00001d006235",0.126872288161411,0.152353588935846
"Zm00001d006236",0.162572098996175,0.0903694003803535
"Zm00001d006237",0,0.292335102518041
"Zm00001d006238",0,0.00310002547199754
"Zm00001d006242",0.459654428565913,0.194498649503353
"Zm00001d006244",0.421231339637189,0.312240107918538
"Zm00001d006246",0,0.21291083519248
"Zm00001d006249",0.882974025485068,0.800308778687199
"Zm00001d006250",0,0.0588065817755481
"Zm00001d006251",0.606234347817207,0.868867335830507
"Zm00001d006254",0.530564684729141,0.124318245544916
"Zm00001d006256",0,0.268748604460113
"Zm00001d006257",0.190484092076298,0.556583968723955
"Zm00001d006262",0.419404348091353,0.735790112636749
"Zm00001d006267",0.0928005177668529,0.706429687877889
"Zm00001d006268",0.626930834100738,0.529731427485978
"Zm00001d006269",0.580764353621826,0.498534613072581
"Zm00001d006270",0.533704976308674,0.602648743478301
"Zm00001d006274",0.67010713162181,0.634283420737543
"Zm00001d006286",0.277758915902133,0.593588517450597
"Zm00001d006287",0,0.21656953043835
"Zm00001d006293",0.44244762205529,0.325293100898144
"Zm00001d006294",0,0.312938861484329
"Zm00001d006295",0.79895932233574,0.670518364280865
"Zm00001d006296",0.49522758440779,0.155763043145304
"Zm00001d006297",0.029025863408583,0.618460847965143
"Zm00001d006306",0.620526950344145,0.718659504558452
"Zm00001d006307",0.339034483283885,0.315305482936929
"Zm00001d006308",0.0422087982877432,0
"Zm00001d006309",0.370959637324239,0.310191114662717
"Zm00001d006310",0.758677210820797,0.63914308830514
"Zm00001d006311",0.50357741544808,0.561632572409264
"Zm00001d006312",0.582448256240433,0.025448448630653
"Zm00001d006313",0.531363947477432,0.0146943218258852
"Zm00001d006315",0,0.181801006300271
"Zm00001d006317",0,0.104207317390255
"Zm00001d006320",0,0
"Zm00001d006321",0.0841119817193822,0.0822887933304986
"Zm00001d006322",0,0.212900553812174
"Zm00001d006323",0,0.114381538985798
"Zm00001d006324",0.159885151322628,0.274832196402091
"Zm00001d006327",0.622477537644219,0.212760687375273
"Zm00001d006328",0.345511592518126,0.496568979102549
"Zm00001d006329",0.400740415805222,0.468634629885287
"Zm00001d006330",0,0
"Zm00001d006331",0.176021952085042,0.417558732791237
"Zm00001d006333",0.11658677388374,0.0674045844516295
"Zm00001d006335",0.25489057589557,0.405140468890129
"Zm00001d006336",0.817777705311709,0.394599875489704
"Zm00001d006337",0.174012516071622,0.138699673349341
"Zm00001d006340",0.906906856396484,0.946552878806624
"Zm00001d006342",0.812739008597941,0.820709599952279
"Zm00001d006344",0,0.0940194162430012
"Zm00001d006345",0.278110170796121,0.199165694298932
"Zm00001d006347",0.604989396024979,0.330024816565874
"Zm00001d006348",0,0.411484174051579
"Zm00001d006350",0.298256890901696,0.0891650745204236
"Zm00001d006353",0.406614887879092,0.535641734769795
"Zm00001d006355",0.493226088247323,0.292238295345809
"Zm00001d006357",0,0
"Zm00001d006358",0.323092042661749,0.158580877126712
"Zm00001d006360",0.224938841880933,0.503610456969426
"Zm00001d006361",0.885451412787973,0.367491284982814
"Zm00001d006365",0.359802401552657,0.651132093135535
"Zm00001d006368",0.113601385769494,0.42938521903168
"Zm00001d006369",0.741860207004744,0.645517438738847
"Zm00001d006370",0.230206690888369,0.311657343025161
"Zm00001d006371",0,0.26347512587418
"Zm00001d006373",0.173837583603935,0.42778261712395
"Zm00001d006374",0.282418339480906,0.294666291307863
"Zm00001d006377",0.499012982806696,0.337384605916905
"Zm00001d006384",0,0.435208007459248
"Zm00001d006388",0,0.216979290985119
"Zm00001d006389",0.49419564908727,0.499880225315571
"Zm00001d006397",0.0827038842744265,0.258342632892446
"Zm00001d006401",0.399532315373601,0.377183149810199
"Zm00001d006402",0.615053091541696,0.621250730380013
"Zm00001d006408",0.469526443417574,0.346646411667377
"Zm00001d006409",0.0926055332347604,0.213222441873314
"Zm00001d006410",0,0.431833540834056
"Zm00001d006415",0,0
"Zm00001d006419",0.503079008082211,0.90914647699045
"Zm00001d006421",0,0.6444061882755
"Zm00001d006422",0.00799000391927721,0
"Zm00001d006428",0,0
"Zm00001d006430",0.102776902886383,0.0253867095258413
"Zm00001d006433",0,0.0235411314239955
"Zm00001d006437",0.816711062890116,0.808678322385496
"Zm00001d006438",0,0
"Zm00001d006439",0,0.100305537522349
"Zm00001d006440",0.197783868929961,0.0588344511655817
"Zm00001d006443",0.762639636104148,0.664093116961777
"Zm00001d006449",0.202171380850812,0.5474882855639
"Zm00001d006453",0.322807195395447,0.495658800626459
"Zm00001d006454",0,0.279202944401889
"Zm00001d006455",0.494988986000737,0.577995975326239
"Zm00001d006456",0,0.42278069642282
"Zm00001d006457",0,0
"Zm00001d006458",0.537747235848831,0.692443778623678
"Zm00001d006459",0.38449458748118,0.0496465399515742
"Zm00001d006461",0.239200942108973,0.808948915593771
"Zm00001d006463",0.302607680974896,0
"Zm00001d006467",0.121131532270678,0.136109718145547
"Zm00001d006470",0.694170375112989,0.797253355491134
"Zm00001d006472",0.418081720061016,0
"Zm00001d006473",0.0611039057210695,0.200624813279229
"Zm00001d006474",0.17260483434019,0.620114277736171
"Zm00001d006479",0,0.597197705531202
"Zm00001d006480",0.19255664180062,0.148726197937063
"Zm00001d006488",0.798828771059377,0.770622752087756
"Zm00001d006489",0.342602654291903,0
"Zm00001d006493",0.0549609735922186,0.23503684432015
"Zm00001d006494",0.273150206112665,0.579442708983119
"Zm00001d006495",0.522386626003224,0.10185034577468
"Zm00001d006496",0.540859260163715,0.47898733831714
"Zm00001d006497",0.519627371788143,0.105874516152497
"Zm00001d006499",0,0.12996262115336
"Zm00001d006502",0.383478434464311,0.280964051128543
"Zm00001d006504",0.168734796045464,0.147085127397669
"Zm00001d006505",0.478582810330491,0.40271192868005
"Zm00001d006507",0.391749426706264,0.43360918999855
"Zm00001d006508",0.651961240105327,0.420126060442052
"Zm00001d006509",0,0.254584925606242
"Zm00001d006510",0,0
"Zm00001d006512",0.298950489930099,0.0203207211411742
"Zm00001d006516",0,0.059557909018185
"Zm00001d006517",0.31217336597774,0.16135270159254
"Zm00001d006520",0.547889351866831,0.485771992131883
"Zm00001d006524",0.145755373316432,0.20647856465837
"Zm00001d006526",0,0
"Zm00001d006527",0,0.121506717049516
"Zm00001d006533",0,0.172908893776953
"Zm00001d006534",0.944433145348999,0.229158387766359
"Zm00001d006535",0.619587042092425,0.0278944295838895
"Zm00001d006536",0.755135545513809,0.230287226573657
"Zm00001d006538",0.0382210787418679,0.0117228588567174
"Zm00001d006541",0.170881571027046,0.754046469486929
"Zm00001d006547",0,0.0516996534143492
"Zm00001d006548",0.112342946801309,0.429354556112372
"Zm00001d006551",0.0767592917738806,0.21130802356765
"Zm00001d006552",0.558984280545389,0.357069877689248
"Zm00001d006555",0,0.103830663803589
"Zm00001d006561",0,0.383578329931002
"Zm00001d006562",0.613831206237017,0.180023497078131
"Zm00001d006565",0.236438780464641,0.492639573469098
"Zm00001d006566",0.390232977232265,0.830825144501729
"Zm00001d006567",0.698092277313254,0.197940971510622
"Zm00001d006568",0.635498945388992,0.680981518554343
"Zm00001d006570",0.898760300820545,0.665346442169616
"Zm00001d006573",0,0
"Zm00001d006574",0.481675126275431,0.236368694977566
"Zm00001d006578",0.267557891851368,0.286273092340555
"Zm00001d006580",0.457181663022287,0.444064671404538
"Zm00001d006581",0.451052211766413,0.288478227335483
"Zm00001d006582",0.153435325983916,0.6558714498337
"Zm00001d006588",0.292320935448494,0.48413980167402
"Zm00001d006590",0.749493603729076,0.748327257510858
"Zm00001d006591",0,0.36347247462196
"Zm00001d006593",0.378352903139821,0.151479350414608
"Zm00001d006594",0,0.307967378856501
"Zm00001d006595",0.691203587945068,0.509556999407776
"Zm00001d006596",0.926707844045661,0.694842219075267
"Zm00001d006597",0.506742559916653,0.20381808494016
"Zm00001d006602",0.712341695005822,0.702399357286504
"Zm00001d006604",0.35392217222222,0.53275031757315
"Zm00001d006605",0.0947097627006879,0.556885633780235
"Zm00001d006607",0.0533170986567241,0
"Zm00001d006608",0,0.023770547304309
"Zm00001d006610",0.196124636377523,0.277269135965943
"Zm00001d006613",0.546106752680581,0.0484664299222122
"Zm00001d006614",0.146512113564385,0.356071509327113
"Zm00001d006619",0.21154486588203,0.274699255827651
"Zm00001d006620",0,0.0103463766095789
"Zm00001d006621",0,0.144076337082852
"Zm00001d006623",0.276836546616815,0.480415914595137
"Zm00001d006625",0.0586218658137002,0.238635556077478
"Zm00001d006626",0.452700378870621,0.360230134367572
"Zm00001d006628",0.305303124871375,0.259841619616884
"Zm00001d006629",0.740441757528318,0.760536183623574
"Zm00001d006630",0.777037892651481,0.598336017055185
"Zm00001d006631",0.786684160128696,0.804667835368271
"Zm00001d006639",0.602156010910595,0.280314095375618
"Zm00001d006640",0.139915225267692,0.472143380214931
"Zm00001d006641",0,0.311405283131966
"Zm00001d006644",0.671571068217279,0.644125790885196
"Zm00001d006645",0.342642392352882,0.466356457216493
"Zm00001d006646",0.133898370749042,0.23043466500853
"Zm00001d006650",0.216284250452752,0
"Zm00001d006651",0.185517463922903,0.528307913246652
"Zm00001d006657",0.690522096237201,0.876436084481519
"Zm00001d006658",0.534314532056303,0.332086909673546
"Zm00001d006659",0.617377070838487,0.264513326177237
"Zm00001d006667",0,0.314540408083144
"Zm00001d006670",0.305102024453301,0.0520114695086304
"Zm00001d006676",0.429113344484047,0.550787541152102
"Zm00001d006677",0.703310735569377,0.103144514634336
"Zm00001d006678",0.161557497825929,0.384835333643441
"Zm00001d006679",0.378855256202801,0.398214902874486
"Zm00001d006680",0.0914432913032149,0.472858400793516
"Zm00001d006681",0.459503241935899,0.457641313822035
"Zm00001d006682",0.310271979645416,0.453137785291754
"Zm00001d006683",0.288157911255739,0.559612947058524
"Zm00001d006684",0.248710870333094,0.647620102754855
"Zm00001d006688",0,0.122290812181442
"Zm00001d006693",0.251782153958378,0.389297269431918
"Zm00001d006697",0.424160777044999,0.166433209402927
"Zm00001d006699",0.736007791013296,0.692277121034057
"Zm00001d006700",0.579117849597464,0.427370029556316
"Zm00001d006701",0.709683709286614,0.519346999428374
"Zm00001d006702",0,0.199206822797485
"Zm00001d006704",0.170297255825758,0.301156939748738
"Zm00001d006708",0,0.195702521052655
"Zm00001d006710",0.074123062268383,0.600104555914982
"Zm00001d006711",0.306000245696092,0.0797496737103739
"Zm00001d006714",0.622564386154085,0.79791394510976
"Zm00001d006715",0.414479041572677,0
"Zm00001d006717",0.6944104162539,0.658020872641633
"Zm00001d006720",0.373743803194068,0.485301358191745
"Zm00001d006722",0.343126547858701,0.102224737852726
"Zm00001d006725",0,0.0351134212453789
"Zm00001d006731",0.308811459100453,0.0510984446598255
"Zm00001d006737",0.318237413952837,0.258988179284818
"Zm00001d006744",0.261875783964442,0.273416109722526
"Zm00001d006749",0.13321233083408,0.0233627582841028
"Zm00001d006751",0.289497028834583,0.316903492917142
"Zm00001d006752",0.780591368307217,0.231816114513529
"Zm00001d006753",0.0660033524146111,0
"Zm00001d006755",0.764726570458672,0.677299122615875
"Zm00001d006756",0,0.0392628125894493
"Zm00001d006758",0.268904665867178,0.269050367283964
"Zm00001d006759",0.153157739456602,0.159261682020349
"Zm00001d006760",0.0816927062925202,0.112020954772921
"Zm00001d006761",0.028539263830407,0.687543516706201
"Zm00001d006762",0,0.0324117198751116
"Zm00001d006763",0.630455151745503,0.242226334514474
"Zm00001d006769",0.351816824781908,0.00408779737671978
"Zm00001d006771",0.0341062931871863,0.359574054169485
"Zm00001d006774",0.470415420746429,0.250688782396541
"Zm00001d006777",0.771180072427298,0.595261185116684
"Zm00001d006780",0,0.0948771885839266
"Zm00001d006788",0,0.402775857578207
"Zm00001d006789",0.811906854834481,0
"Zm00001d006790",0.334134717858339,0.604034143277018
"Zm00001d006793",0.226473433720926,0.579696681885975
"Zm00001d006794",0.124345887724973,0.632190221942567
"Zm00001d006797",0.393555907560913,0.46103025707917
"Zm00001d006798",0.749891023799233,0.493667707653362
"Zm00001d006808",0.424263116626536,0.61635359241175
"Zm00001d006815",0.841373019886322,0.723852177119767
"Zm00001d006821",0.246212016260356,0.535106770562845
"Zm00001d006822",0.454891665889356,0.564757472581503
"Zm00001d006823",0.714970752425602,0.383418850059357
"Zm00001d006825",0.166080935379182,0.734981929527449
"Zm00001d006828",0,0.326806819903735
"Zm00001d006834",0.161331953675562,0.292020102704829
"Zm00001d006835",0.461475338164182,0.538617180896275
"Zm00001d006836",0.140234234978115,0.322160202302152
"Zm00001d006837",0.386261191110269,0.240807338035544
"Zm00001d006838",0.357374255897736,0.339637577369463
"Zm00001d006839",0.246974298249031,0.239940337119275
"Zm00001d006844",0,0.225334302414518
"Zm00001d006856",0.710690878318396,0.537577832695708
"Zm00001d006860",0.376890187162931,0.163946522812252
"Zm00001d006864",0.147779031424369,0.206386043694764
"Zm00001d006866",0.328286833853667,0
"Zm00001d006868",0.251408389175214,0.207656831269489
"Zm00001d006871",0.330112281999149,0.153613899773285
"Zm00001d006872",0,0.295978742949767
"Zm00001d006875",0.633756663792507,0.515226508144648
"Zm00001d006877",0.144313648039327,0.353947013373621
"Zm00001d006881",0.304677270892028,0.258439174651962
"Zm00001d006882",0.64081176584453,0.703016950924437
"Zm00001d006883",0,0
"Zm00001d006884",0.876172454050757,0.769904568800548
"Zm00001d006885",0.579500210348856,0.579132348128207
"Zm00001d006886",0.850343642050764,0.89770082810991
"Zm00001d006889",0.186560936347548,0.388360810566891
"Zm00001d006894",0.0944920961981326,0
"Zm00001d006896",0.683492302271404,0.511207285443483
"Zm00001d006899",0.367166779229719,0.104073146542922
"Zm00001d006900",0.16637525749861,0.272976079307618
"Zm00001d006903",0.318502549618133,0.260917399625199
"Zm00001d006904",0,0.385285713916758
"Zm00001d006905",0.900665306517766,0.930947212078139
"Zm00001d006906",0.209934433281361,0.406989380035465
"Zm00001d006907",0,0.239061626515213
"Zm00001d006910",0.178117255563276,0.210379222417202
"Zm00001d006915",0.461381446458256,0.325093409047576
"Zm00001d006916",0.104465686759342,0.434846467947556
"Zm00001d006917",0.85788334988059,0.56281074807928
"Zm00001d006918",0.653071340150033,0.750874507565315
"Zm00001d006920",0.534813735184599,0.554690712360665
"Zm00001d006921",0,0.633562080916871
"Zm00001d006922",0.542763759013774,0.55250727615124
"Zm00001d006923",0,0.266024536588435
"Zm00001d006924",0,0.259077405237805
"Zm00001d006926",0.538599016963985,0.576107724783404
"Zm00001d006928",0.220282312410851,0.134391673157822
"Zm00001d006929",0.854971109590212,0.644093150169743
"Zm00001d006930",0.73555683699019,0.688453027216648
"Zm00001d006931",0.452221226284985,0.724049955768174
"Zm00001d006933",0.64126581536409,0.729820094979588
"Zm00001d006936",0.215409546938396,0.58067224568915
"Zm00001d006937",0.221871444075879,0.477907301846267
"Zm00001d006938",0.403867007132376,0.52274173534982
"Zm00001d006942",0.0358512824452473,0.713714035142651
"Zm00001d006944",0.512896863779903,0.55534796858268
"Zm00001d006945",0.229995172534062,0.402017276203344
"Zm00001d006951",0.293571390526449,0.484056791990142
"Zm00001d007009",0.172298573367435,0.373551971470497
"Zm00001d007010",0,0.0560437468750096
"Zm00001d007011",0.211914207043945,0
"Zm00001d007012",0.481652327560627,0.390704020501767
"Zm00001d007016",0.446269159151471,0.396513505030227
"Zm00001d007018",0.542231875094788,0.828046745936776
"Zm00001d007029",0.347684023327411,0.17928686388039
"Zm00001d007031",0,0.267233397095463
"Zm00001d007032",0.027848977582096,0.515378405769407
"Zm00001d007034",0.583408019739431,0.17372489142821
"Zm00001d007035",0.513018714334824,0.266397054693943
"Zm00001d007037",0,0.55686727682066
"Zm00001d007038",0.857314729904846,0.880020808053841
"Zm00001d007039",0.241945807370657,0.0170082266689952
"Zm00001d007042",0.280563050922453,0.590228214054769
"Zm00001d007043",0.716513733526771,0.302329570789859
"Zm00001d007044",0.369191108746004,0.484633737655874
"Zm00001d007045",0.306863698859947,0.109422639311583
"Zm00001d007048",0.816346490024302,0.770709345186823
"Zm00001d007050",0.267774692886454,0.430040888733514
"Zm00001d007053",0.651179946391449,0.322962601741881
"Zm00001d007058",0,0.12016156389431
"Zm00001d007059",0,0.0302308230205824
"Zm00001d007060",0,0.299340991589578
"Zm00001d007062",0,2.37581425127064e-15
"Zm00001d007065",0.462054433641931,0.259360045409251
"Zm00001d007067",0.260113473750472,0.425641671205509
"Zm00001d007068",0.513431717766982,0.784306143511713
"Zm00001d007069",0.788964894922685,0.836123827753654
"Zm00001d007070",0.240845280496509,0.682462851082718
"Zm00001d007072",0.467727833414585,0.788187676533308
"Zm00001d007073",0.644050723771922,0.325243018873675
"Zm00001d007075",0.34295688448195,0
"Zm00001d007076",0.358945039849094,0.5025758163327
"Zm00001d007077",0.252858210259247,0.31244468270383
"Zm00001d007079",0.245379927509958,0.325981178030034
"Zm00001d007080",0.810031154874671,0.637724489623798
"Zm00001d007081",0.761772250529595,0.67866644039113
"Zm00001d007084",0.0744359113851088,0.735455999413637
"Zm00001d007085",0,0.268024204797402
"Zm00001d007089",0,0
"Zm00001d007090",0.301682319571067,0.350238283742573
"Zm00001d007092",0.774091763434343,0.53041935364493
"Zm00001d007094",0.636909447929209,0.730691914491367
"Zm00001d007095",0.0496175794552891,0.523143842478725
"Zm00001d007096",0.734583680486939,0.7601548665173
"Zm00001d007097",0.0702605456749464,0.180186613047504
"Zm00001d007102",0.396646352158397,0.477491317647434
"Zm00001d007103",0.663460659161153,0.755054365749474
"Zm00001d007105",0.085003313225094,0.349141675989272
"Zm00001d007108",0.270769229735132,0.526635824861152
"Zm00001d007111",0.467749175853281,0.807525827167447
"Zm00001d007113",0.446363893412077,0.817008539032791
"Zm00001d007117",0.504180291399173,0.4949054923856
"Zm00001d007118",0.542562443396517,0.412584129529123
"Zm00001d007121",0.747075557246169,0.113395828350196
"Zm00001d007124",0.278142970266302,0.757498607863783
"Zm00001d007130",0.433345576117783,0.462851862982454
"Zm00001d007133",0.471982177532225,0.301426671256683
"Zm00001d007139",0,1.68798378741358e-15
"Zm00001d007141",0.122752128714385,0.237209444370936
"Zm00001d007144",0.794801066310338,0.768327143939368
"Zm00001d007145",0.600862908441345,0.417590987909641
"Zm00001d007146",0.443304788255129,0.657525295298512
"Zm00001d007147",0.084341641686086,0.74415171975299
"Zm00001d007151",0.673895076674671,0.476669208085392
"Zm00001d007152",0.255100204432073,0.33088571651622
"Zm00001d007153",0.248879002740272,0.166398226606107
"Zm00001d007154",0,0.195441650402059
"Zm00001d007157",0.784694406327672,0.662530334311594
"Zm00001d007158",0.163916859561809,0.201423380660407
"Zm00001d007160",0.734223184778025,0.798249017335477
"Zm00001d007161",0.739252678095287,0.858017215664353
"Zm00001d007164",0.630546251257465,0.454670845284779
"Zm00001d007172",0.0657054197510987,0.154959483702751
"Zm00001d007173",0.428892187371897,0.491473604341735
"Zm00001d007174",0.802912435920733,0.852274959491082
"Zm00001d007175",0,0
"Zm00001d007179",0.544517794380715,0.213297238691551
"Zm00001d007180",0.356430156846147,0.593322544816154
"Zm00001d007183",0,0.0390641113216801
"Zm00001d007184",0.369009661053326,0.174399552131662
"Zm00001d007185",0.312754448841386,0.520416931483553
"Zm00001d007186",0.337498669802882,0.315267491739454
"Zm00001d007187",0.676090089048485,0.804498280060376
"Zm00001d007189",0.629993433644543,0.595211136432175
"Zm00001d007192",0.371808938121229,0.212597783292822
"Zm00001d007193",0.176484159855047,0.507243233548114
"Zm00001d007194",0.144321947466557,0.0843783748516412
"Zm00001d007195",0.625043050416611,0.506738022645529
"Zm00001d007197",0.530094001709277,0.322418194006591
"Zm00001d007200",0.532045748531495,0.325712058674685
"Zm00001d007202",0.258678293057103,0.305657811533828
"Zm00001d007204",0,0.290977098046147
"Zm00001d007207",0.291688721455241,0.256298108597161
"Zm00001d007208",0,0.0312757955186361
"Zm00001d007213",0.0234554909465104,0.0855136445655211
"Zm00001d007214",0.306695769884643,0.228112049281453
"Zm00001d007215",0.816311215459117,0
"Zm00001d007216",0.493212020718786,0.175975288032795
"Zm00001d007225",0,0
