"","HbTrop","HbTemp"
"Zm00001d002491",0.594793193952536,0.330811220430271
"Zm00001d002495",0,0.489218894994416
"Zm00001d002496",0.426210242149641,0.411304080020937
"Zm00001d002498",0,0.0778309108589403
"Zm00001d002499",0.698662678887819,0.874262589287984
"Zm00001d002500",0.752220518236126,0.41602479468669
"Zm00001d002501",0.214527160610382,0.492071382446381
"Zm00001d002503",0.180264758706487,0.163844439046897
"Zm00001d002504",0,0.495745624126599
"Zm00001d002511",0.876748453462834,0.8609088461176
"Zm00001d002512",0.391588929564205,0.0568561122263752
"Zm00001d002520",0.305218314057738,0.413704530074094
"Zm00001d002521",0.311780183502353,0.19545043234102
"Zm00001d002522",0,0.451628129405533
"Zm00001d002523",0.221801983896046,0.515152686887207
"Zm00001d002530",0.562687413089658,0.296685086753561
"Zm00001d002532",0.321191812317165,0.334480840466806
"Zm00001d002533",0.64755481831537,0.898381833523843
"Zm00001d002534",0.0247142895488115,0.351571142161254
"Zm00001d002535",0.850382611826151,0.367674627101766
"Zm00001d002537",0.564975583667912,0.602638759698833
"Zm00001d002538",0.539975175259846,0.601719564147716
"Zm00001d002540",0.0666122332766651,0.012033584178532
"Zm00001d002542",0.509786291663124,0.58148110597487
"Zm00001d002543",0.0787049774219559,0.208588118786951
"Zm00001d002544",0.707785053360687,0.419606999089782
"Zm00001d002546",0,0.0776170448043209
"Zm00001d002548",0.810856370835082,0.564602632581231
"Zm00001d002549",0.462110021549971,0.470794211591811
"Zm00001d002553",0.832589846795237,0.634518767168868
"Zm00001d002554",0.381079983095864,0.637131764536458
"Zm00001d002558",0.0364233916387281,0.704317818224144
"Zm00001d002560",0.978351598855673,0.505220179972222
"Zm00001d002562",0.0774447798942343,0.195082149837522
"Zm00001d002568",0.501699214751659,0.468054856106015
"Zm00001d002573",0,0.0938887854554082
"Zm00001d002576",0,0.142651888393489
"Zm00001d002579",0.741333360490367,0.741211072626584
"Zm00001d002580",0.568004952976164,0.440165488034199
"Zm00001d002584",0.195108699501568,0.815247881513068
"Zm00001d002585",0.58695177314625,0.677086853326574
"Zm00001d002591",0.472737834363673,0.672665898848404
"Zm00001d002593",0.521999869987273,0.872944393674986
"Zm00001d002595",0.725348144173852,0.858315221417076
"Zm00001d002597",0.744146647134473,0.649009195753546
"Zm00001d002598",0,0.15795535363396
"Zm00001d002599",0.309522991422138,0.191927261718407
"Zm00001d002601",0,0.294553210535784
"Zm00001d002602",0.609718530132099,0.859793126963779
"Zm00001d002603",0.904350886290557,0.687835119432243
"Zm00001d002607",0.376654270514613,0.793668842803776
"Zm00001d002611",0.378957433798325,0.506534041643327
"Zm00001d002614",0.750264621429868,0.730124489827348
"Zm00001d002615",0.690930977212798,0.622803747679364
"Zm00001d002617",0.86157151023097,0.828517710956027
"Zm00001d002625",0.811365591896016,0.859744604638923
"Zm00001d002629",0.605743149968041,0.418920686221744
"Zm00001d002630",0.468118215288638,0.373856027726102
"Zm00001d002631",0.105817332647297,0.0223374208442024
"Zm00001d002632",0,0
"Zm00001d002639",0,0.250669494844923
"Zm00001d002640",0.333289461803315,0
"Zm00001d002641",0.0759799779001649,0.61012020954935
"Zm00001d002642",0.333715332031033,0.232625464377707
"Zm00001d002644",0.286100760138876,0.0939287564038605
"Zm00001d002650",0,0.533943612094564
"Zm00001d002654",0.251145920978344,0.505449411281915
"Zm00001d002656",0.130295534824149,0
"Zm00001d002658",0.486339008751892,0.495785898114002
"Zm00001d002659",0,0.17711081407037
"Zm00001d002661",0.0489364399644172,0.406678698092906
"Zm00001d002662",0,0.35105426858051
"Zm00001d002663",0.447877802224022,0.439100980094837
"Zm00001d002668",0.534365341671599,0.164727907222771
"Zm00001d002669",0.520933561605216,0.706746741701831
"Zm00001d002673",0.637212659298698,0.200118663106616
"Zm00001d002676",0.0570414818997431,0.262941198590334
"Zm00001d002677",0,0.432611519443161
"Zm00001d002678",0.572415965970831,0.635439344345924
"Zm00001d002682",0.558215677499599,0.617094935406506
"Zm00001d002684",0.339041778107891,0.272587921338138
"Zm00001d002685",0.518936230801992,0.326364899372485
"Zm00001d002687",0.441453167180425,0.332391290873654
"Zm00001d002688",0.358180521034754,0.156739492272391
"Zm00001d002690",0.846439543294737,0.528273059937018
"Zm00001d002694",0.798425157098866,0.648034007080885
"Zm00001d002695",0.319306613285801,0.33816439025846
"Zm00001d002696",0.0907268852568589,0.403603831033533
"Zm00001d002703",0.356725733867351,0.204717005217055
"Zm00001d002704",0.220852805316556,0.632728934242139
"Zm00001d002705",0.479768018169007,0.382623586393334
"Zm00001d002708",0.555026895656238,0.493299990928246
"Zm00001d002711",0.405093727012943,0.625868107071009
"Zm00001d002713",0.553229454037292,0.74903580239513
"Zm00001d002715",0,0
"Zm00001d002716",0.337068639958352,0.225618225421741
"Zm00001d002718",0.0120816616738516,0.297545578953145
"Zm00001d002725",0.068247405173391,0.335851419280341
"Zm00001d002726",0,0.311597318555446
"Zm00001d002727",0.760573253793152,0.651006700734349
"Zm00001d002730",0,0.0962957378998069
"Zm00001d002733",0,0.152967115543242
"Zm00001d002734",0.300015017909082,0.558905312485839
"Zm00001d002736",0.150973904160026,0.151286168381882
"Zm00001d002737",0.462312413828593,0
"Zm00001d002738",0.577731347308776,0.591047893349429
"Zm00001d002739",0.208103316790819,0.366996252646798
"Zm00001d002742",0,0.400504443439505
"Zm00001d002748",0.510701388228283,0.10147841133145
"Zm00001d002751",0.497156859292149,0.655823741614788
"Zm00001d002754",0.171209182810388,0.567865767725286
"Zm00001d002756",0.469186848581303,0.505422188304633
"Zm00001d002757",0,0.162663559872214
"Zm00001d002758",0.771593294947617,0.77019298347123
"Zm00001d002759",0.139073484213389,0.470166867876561
"Zm00001d002762",0.147399355027801,0.396242706132321
"Zm00001d002770",0.383797028881455,0.366969636325568
"Zm00001d002773",0.432662898093887,0.194355731047691
"Zm00001d002775",0.748240102229208,0.638308108174515
"Zm00001d002778",0.506527035902622,0.537660869862744
"Zm00001d002781",0.595613089453256,0
"Zm00001d002782",0.087289834277196,0.191061368904711
"Zm00001d002787",0,0.0394965598636863
"Zm00001d002788",0.137704488718741,0.146589478695264
"Zm00001d002790",0.313599094914632,0.480707053560815
"Zm00001d002791",0.0217479818951205,0.153608425317257
"Zm00001d002796",0,0.200147879036307
"Zm00001d002797",0.669866135431108,0.437769163523589
"Zm00001d002798",0.401112082534509,0.547164092665531
"Zm00001d002801",0,0.0908573353633653
"Zm00001d002802",0.153834826665393,0.0379466896664852
"Zm00001d002806",0.746585033958034,0.322866891753018
"Zm00001d002810",0.130768807392179,0.475046748582979
"Zm00001d002811",0.151763337245957,0.40918357416782
"Zm00001d002812",0.161801155360912,0.260138225411293
"Zm00001d002815",0.721377301367585,0.813670936309638
"Zm00001d002819",0.278897290909045,0.171259730389451
"Zm00001d002820",0.0623695148613724,0
"Zm00001d002822",0.2502009444751,0.200884949201893
"Zm00001d002823",0.120811265574726,0.240421259793308
"Zm00001d002824",0.0514725897367353,0.224840626847293
"Zm00001d002825",0.0805558997734458,0.426625851718549
"Zm00001d002827",0.366336490049319,0.547426922018488
"Zm00001d002828",0,0.451648472553639
"Zm00001d002830",0.406548103612496,0.537923373175232
"Zm00001d002835",0,0.224809547199659
"Zm00001d002836",0.702744235644589,0.693739001025046
"Zm00001d002837",0.733363579277015,0.757608165013067
"Zm00001d002842",0.790334273462438,0.576994421461213
"Zm00001d002845",0.323934081977617,0.0870154120883356
"Zm00001d002847",0.263987847698605,0.463788091855878
"Zm00001d002850",0.557677218202665,0.524281369757156
"Zm00001d002851",0,0.499629899877995
"Zm00001d002853",0.502207350490197,0.510660760335763
"Zm00001d002854",0.152702357745036,0.325598557636703
"Zm00001d002856",0.0582436896692954,0.428059537673211
"Zm00001d002857",0.191920574451091,0.832265616413113
"Zm00001d002859",0.106122295264222,0.395976844653409
"Zm00001d002863",0.486895708788717,0.628976151605638
"Zm00001d002864",0.083507850032182,0.593840510183533
"Zm00001d002865",0.227862260357727,0.23120487150152
"Zm00001d002868",0.0464196189181952,0.600323259997782
"Zm00001d002869",0.29792845508437,0.32978752086248
"Zm00001d002873",0.137592161607199,0.272527873368537
"Zm00001d002876",0.872796353357977,0.629782059054813
"Zm00001d002878",0.261015652090639,0.418163015906292
"Zm00001d002879",0.49783987263117,0.522160972401861
"Zm00001d002880",0.740678160047055,0.702940613783771
"Zm00001d002882",0.05945492392991,0
"Zm00001d002884",0.479050522380213,0.153986357683794
"Zm00001d002889",0.204132957519045,0.404676661323384
"Zm00001d002890",0.308678719535662,0.387645878748348
"Zm00001d002891",0.779799435316535,0.379682219568677
"Zm00001d002896",0.408922358692109,0.464800696766466
