,e340mean,e340meanPerm
287,3.7384230287859825,3.801001251564456
288,3.455569461827284,3.620775969962453
289,3.341677096370463,3.853566958698373
290,3.239048811013767,3.514392991239049
291,3.7772215269086358,3.5894868585732165
292,3.460575719649562,3.5344180225281603
293,3.0938673341677094,3.839799749687109
294,3.729662077596996,3.5594493116395496
295,3.088861076345432,3.6382978723404253
296,2.563204005006258,3.5269086357947432
297,3.3566958698372966,3.593241551939925
298,3.6896120150187737,3.6220275344180224
299,4.76846057571965,3.530663329161452
300,4.165206508135169,3.6433041301627034
301,3.392991239048811,3.642052565707134
302,3.5919899874843555,3.5156445556946183
303,3.639549436795995,3.615769712140175
304,4.755944931163955,3.55819774718398
305,3.6633291614518146,3.747183979974969
306,5.230287859824781,3.598247809762203
307,4.8185231539424285,3.6433041301627034
308,3.8498122653316647,3.758448060075094
309,4.316645807259074,3.6132665832290365
310,5.16270337922403,3.658322903629537
311,4.007509386733417,3.632040050062578
312,4.2715894868585735,3.5869837296620775
313,4.180225281602002,3.5544430538172715
314,3.5707133917396745,3.737171464330413
315,4.287859824780976,3.525657071339174
316,5.317897371714643,3.667083854818523
317,6.380475594493117,3.6971214017521903
318,4.649561952440551,3.623279098873592
319,6.155193992490613,3.655819774718398
320,4.822277847309136,3.5519399249061325
321,4.53441802252816,3.560700876095119
322,5.633291614518147,3.8072590738423027
323,5.595744680851064,3.7359198998748435
324,5.801001251564456,3.471839799749687
325,4.742177722152691,3.6382978723404253
326,6.132665832290363,3.782227784730914
327,5.27909887359199,3.6445556946182727
328,5.8798498122653315,3.6408010012515644
329,5.938673341677096,3.6633291614518146
330,6.073842302878599,3.4993742177722154
331,6.272841051314143,3.669586983729662
332,6.0538172715894865,3.7033792240300376
333,7.230287859824781,3.745932415519399
334,7.016270337922403,3.5944931163954945
335,6.864831038798498,3.583229036295369
336,7.057571964956195,3.818523153942428
337,6.826032540675845,3.44180225281602
338,8.180225281602002,3.6382978723404253
339,7.569461827284105,3.4918648310387983
340,9.250312891113893,3.7496871088861075
