,e340mean,e340meanPerm
1,11.734668335419274,3.7496871088861075
2,12.214017521902377,3.5181476846057573
3,10.996245306633291,3.6946182728410513
4,11.943679599499374,3.856070087609512
5,10.700876095118899,3.8423028785982476
6,10.878598247809762,3.6733416770963703
7,10.415519399249062,3.932415519399249
8,9.344180225281603,3.6382978723404253
9,9.620775969962454,3.848560700876095
10,9.332916145181477,3.7384230287859825
11,9.972465581977472,3.710888610763454
12,9.21026282853567,3.7146433041301625
13,9.62953692115144,3.7872340425531914
14,10.02628285356696,3.747183979974969
15,8.216520650813516,3.892365456821026
16,8.231539424280351,3.8498122653316647
17,8.041301627033793,3.760951188986233
18,8.405506883604506,3.9549436795994994
19,8.314142678347935,3.7496871088861075
20,7.256570713391739,3.764705882352941
21,8.252816020025032,3.765957446808511
22,8.007509386733418,3.6946182728410513
23,7.071339173967459,3.7521902377972465
24,8.200250312891114,3.797246558197747
25,6.39549436795995,3.6808510638297873
26,6.83729662077597,3.728410513141427
27,7.267834793491865,3.7496871088861075
28,7.269086357947434,3.6470588235294117
29,6.644555694618273,3.5219023779724656
30,5.896120150187735,3.778473091364205
31,6.27909887359199,3.623279098873592
32,5.852315394242804,3.6821026282853566
33,6.446808510638298,3.546933667083855
34,7.319148936170213,3.6946182728410513
35,5.618272841051314,3.8986232790988735
36,5.065081351689612,3.709637046307885
37,6.236545682102628,3.7722152690863577
38,5.630788485607009,3.5056320400500627
39,6.132665832290363,3.695869837296621
40,5.264080100125156,3.6570713391739673
41,5.30162703379224,3.634543178973717
42,4.41677096370463,3.4943679599499373
43,4.3041301627033794,3.584480600750939
44,4.844806007509387,3.579474342928661
45,5.192740926157697,3.5381727158948686
46,5.052565707133917,3.6570713391739673
47,4.904881101376721,3.667083854818523
48,4.158948685857322,3.544430538172716
49,4.687108886107635,3.414267834793492
50,4.448060075093867,3.8222778473091363
51,3.804755944931164,3.5782227784730916
52,4.702127659574468,3.6545682102628287
53,3.8360450563204007,3.6433041301627034
54,4.017521902377973,3.7183979974968713
55,4.216520650813517,3.596996245306633
56,3.872340425531915,3.5381727158948686
57,3.7909887359198997,3.6733416770963703
58,4.320400500625782,3.561952440550688
59,3.9061326658322906,3.7596996245306635
60,3.357947434292866,3.6458072590738424
61,2.8773466833541925,3.469336670838548
62,3.9123904881101375,3.708385481852315
63,3.6245306633291614,3.6520650813516897
64,4.13892365456821,3.81351689612015
65,3.1126408010012514,3.7709637046307884
66,3.1126408010012514,3.5131414267834793
67,4.098873591989988,3.6821026282853566
68,2.6107634543178975,3.67459324155194
69,2.8072590738423027,3.5294117647058822
70,2.5519399249061325,3.6145181476846058
71,3.3366708385481854,3.595744680851064
72,3.1401752190237797,3.5531914893617023
73,2.397997496871089,3.6382978723404253
74,2.5869837296620775,3.867334167709637
75,2.891113892365457,3.76720901126408
76,2.541927409261577,3.7171464330413015
77,2.3617021276595747,3.403003754693367
78,2.924906132665832,3.593241551939925
79,2.8410513141426783,3.520650813516896
80,3.091364205256571,3.523153942428035
81,2.7008760951188986,3.712140175219024
82,2.9824780976220273,3.6270337922403004
83,2.1939924906132666,3.6382978723404253
84,2.7596996245306635,3.7359198998748435
85,3.4968710888610763,3.6971214017521903
86,2.3541927409261576,3.653316645807259
87,2.6332916145181477,3.6445556946182727
88,2.327909887359199,3.72090112640801
89,2.8623279098873593,3.5506883604505632
90,1.853566958698373,3.760951188986233
91,2.5782227784730916,3.5869837296620775
92,2.6120150187734668,3.6570713391739673
93,2.3566958698372966,3.4868585732165207
94,2.7246558197747186,3.545682102628285
95,3.4630788485607007,3.5819774718398
96,2.748435544430538,3.8435544430538173
97,2.6382978723404253,3.732165206508135
98,2.607008760951189,3.5244055068836047
99,2.3879849812265332,3.723404255319149
100,3.1614518147684607,3.6783479349186483
101,2.0275344180225283,3.5018773466833544
102,1.934918648310388,3.639549436795995
103,1.8197747183979975,3.5757196495619525
104,2.5319148936170213,3.549436795994994
105,2.9712140175219024,3.7596996245306635
106,1.9361702127659575,3.6708385481852317
107,2.8685857321652066,3.712140175219024
108,1.983729662077597,3.6145181476846058
109,1.937421777221527,3.576971214017522
110,1.6245306633291614,3.5919899874843555
111,2.3591989987484356,3.6433041301627034
112,2.2828535669586985,3.5819774718398
113,2.309136420525657,3.3717146433041303
114,1.6645807259073842,3.6483103879849814
115,2.415519399249061,3.563204005006258
116,2.3354192740926156,3.6833541927409263
117,2.399249061326658,3.653316645807259
118,2.400500625782228,3.549436795994994
119,2.566958698372966,3.7246558197747186
120,1.9612015018773468,3.4993742177722154
121,2.672090112640801,3.7033792240300376
122,2.48811013767209,3.6545682102628287
123,1.7296620775969962,3.730913642052566
124,2.3178973717146434,3.764705882352941
125,1.62828535669587,3.7008760951188986
126,1.8385481852315395,3.6608260325406756
127,2.148936170212766,3.576971214017522
128,2.241551939924906,3.708385481852315
129,1.6032540675844806,3.5381727158948686
130,2.425531914893617,3.563204005006258
131,1.699624530663329,3.600750938673342
132,2.1551939924906134,3.8410513141426783
133,1.9136420525657072,3.667083854818523
134,1.4956195244055068,3.379224030037547
135,2.0237797246558196,3.634543178973717
136,2.073842302878598,3.619524405506884
137,2.367959949937422,3.564455569461827
138,1.590738423028786,3.639549436795995
139,2.178973717146433,3.4130162703379225
140,2.274092615769712,3.4655819774718397
141,2.3366708385481854,3.574468085106383
142,2.2803504380475594,3.5331664580725906
143,2.2966207759699624,3.7246558197747186
144,2.2653316645807258,3.6983729662077596
145,1.734668335419274,3.563204005006258
146,1.8623279098873593,3.669586983729662
147,2.143929912390488,3.6658322903629537
148,1.9887359198998749,3.655819774718398
149,1.9862327909887358,3.528160200250313
150,2.016270337922403,3.737171464330413
151,1.891113892365457,3.76720901126408
152,1.5269086357947435,3.514392991239049
153,1.774718397997497,3.769712140175219
154,1.9148936170212767,3.539424280350438
155,1.802252816020025,3.7384230287859825
156,2.1201501877346685,3.5219023779724656
157,1.9136420525657072,3.778473091364205
158,1.981226533166458,3.6520650813516897
159,1.6508135168961202,3.6783479349186483
160,2.4468085106382977,3.4893617021276597
161,2.040050062578223,3.5381727158948686
162,2.3204005006257824,3.688360450563204
163,1.6770963704630788,3.6357947434292868
164,1.934918648310388,3.5244055068836047
165,2.4493116395494368,3.6983729662077596
166,1.8072590738423029,3.6132665832290365
167,1.3229036295369212,3.5106382978723403
168,2.071339173967459,3.471839799749687
169,2.252816020025031,3.723404255319149
170,1.8473091364205256,3.569461827284105
171,2.585732165206508,3.4806007509386734
172,1.8886107634543179,3.8297872340425534
173,2.269086357947434,3.695869837296621
174,1.5957446808510638,3.704630788485607
175,2.563204005006258,3.5732165206508135
176,1.5231539424280351,3.5131414267834793
177,2.2816020025031287,3.6708385481852317
178,1.7121401752190237,3.7334167709637045
179,1.9574468085106382,3.546933667083855
180,2.618272841051314,3.6545682102628287
181,2.4843554443053817,3.546933667083855
182,2.0588235294117645,3.5732165206508135
183,1.7521902377972465,3.708385481852315
184,1.9324155193992492,3.755944931163955
185,1.260325406758448,3.5782227784730916
186,2.1576971214017524,3.6633291614518146
187,1.869837296620776,3.5682102628285355
188,1.853566958698373,3.704630788485607
189,2.3016270337922404,3.569461827284105
190,2.951188986232791,3.739674593241552
191,2.7133917396745932,3.5269086357947432
192,1.7897371714643304,3.546933667083855
193,2.216520650813517,3.576971214017522
194,2.160200250312891,3.6658322903629537
195,2.165206508135169,3.745932415519399
196,1.8710888610763454,3.6733416770963703
197,1.6007509386733416,3.653316645807259
198,2.083854818523154,3.602002503128911
199,2.271589486858573,3.4943679599499373
200,1.9799749687108885,3.632040050062578
201,2.2590738423028784,3.6107634543178975
202,2.1689612015018773,3.655819774718398
203,2.0625782227784732,3.732165206508135
204,1.7934918648310387,3.5356695869837296
205,1.9762202753441802,3.816020025031289
206,2.257822277847309,3.785982478097622
207,2.8260325406758446,3.6057571964956194
208,1.9436795994993743,3.688360450563204
209,2.057571964956195,3.3591989987484356
210,2.8085106382978724,3.545682102628285
211,2.90738423028786,3.637046307884856
212,1.6933667083854818,3.525657071339174
213,2.1889862327909886,3.6783479349186483
214,2.5181476846057573,3.5356695869837296
215,2.271589486858573,3.585732165206508
216,1.7321652065081352,3.561952440550688
217,2.1026282853566958,3.639549436795995
218,2.3216520650813517,3.6257822277847307
219,2.528160200250313,3.4105131414267835
220,2.1026282853566958,3.523153942428035
221,2.1714643304130163,3.708385481852315
222,1.4242803504380475,3.6382978723404253
223,2.655819774718398,3.5869837296620775
224,2.214017521902378,3.6608260325406756
225,2.618272841051314,3.710888610763454
226,2.0801001251564455,3.583229036295369
227,2.6445556946182727,3.620775969962453
228,2.6257822277847307,3.583229036295369
229,2.1001251564455568,3.6846057571964956
230,2.2841051314142677,3.6608260325406756
231,1.9474342928660826,3.5168961201501876
232,3.2015018773466832,3.6645807259073844
233,2.7684605757196494,3.4993742177722154
234,2.0037546933667083,3.6483103879849814
235,2.471839799749687,3.5106382978723403
236,2.257822277847309,3.4943679599499373
237,2.075093867334168,3.6633291614518146
238,2.141426783479349,3.3879849812265332
239,2.327909887359199,3.6808510638297873
240,2.362953692115144,3.595744680851064
241,1.9687108886107634,3.525657071339174
242,2.1289111389236544,3.5782227784730916
243,2.479349186483104,3.7872340425531914
244,2.6483103879849814,3.544430538172716
245,2.5757196495619525,3.685857321652065
246,2.544430538172716,3.5431789737171466
247,2.707133917396746,3.564455569461827
248,2.8060075093867334,3.7171464330413015
249,2.3742177722152693,3.617021276595745
250,2.113892365456821,3.623279098873592
251,2.030037546933667,3.658322903629537
252,3.3904881101376723,3.4831038798498124
253,2.2640801001251565,3.6107634543178975
254,2.5506883604505632,3.5919899874843555
255,3.6245306633291614,3.6708385481852317
256,2.327909887359199,3.596996245306633
257,2.1914893617021276,3.5506883604505632
258,2.904881101376721,3.653316645807259
259,2.7872340425531914,3.4267834793491865
260,3.239048811013767,3.74342928660826
261,2.997496871088861,3.6120150187734668
262,2.9586983729662077,3.5869837296620775
263,2.51188986232791,3.520650813516896
264,2.593241551939925,3.634543178973717
265,3.167709637046308,3.620775969962453
266,3.3942428035043806,3.588235294117647
267,2.32540675844806,3.5168961201501876
268,2.3529411764705883,3.5569461827284106
269,2.528160200250313,3.6382978723404253
270,3.51188986232791,3.6107634543178975
271,2.5056320400500627,3.602002503128911
272,2.411764705882353,3.450563204005006
273,2.3967459324155196,3.588235294117647
274,2.8435544430538173,3.504380475594493
275,2.539424280350438,3.4968710888610763
276,2.7722152690863577,3.563204005006258
277,3.314142678347935,3.6896120150187737
278,3.3216520650813517,3.6307884856070087
279,2.7709637046307884,3.623279098873592
280,2.848560700876095,3.6458072590738424
281,3.072590738423029,3.762202753441802
282,3.6458072590738424,3.74468085106383
283,3.401752190237797,3.58072590738423
284,3.040050062578223,3.545682102628285
285,2.8085106382978724,3.723404255319149
286,2.727158948685857,3.4868585732165207
